feature_name,fraction_above_threshold,rank
Pos80_Unpaired,0.0,762
Pos79_Paired-Closing,0.0,763
Pos79_Paired-Opening,0.0,764
Pos75_Unpaired,0.0,765
Pos71_Paired-Closing,0.0,766
Pos72_Unpaired,0.0,767
Pos72_Paired-Opening,0.0,768
Pos72_Paired-Closing,0.0,769
Pos73_Unpaired,0.0,770
Pos73_Paired-Opening,0.0,771
Pos73_Paired-Closing,0.0,772
Pos74_Unpaired,0.0,773
Pos74_Paired-Opening,0.0,774
Pos74_Paired-Closing,0.0,775
Pos75_Paired-Opening,0.0,776
Pos79_Unpaired,0.0,777
Pos75_Paired-Closing,0.0,778
Pos76_Unpaired,0.0,779
Pos76_Paired-Opening,0.0,780
Pos76_Paired-Closing,0.0,781
Pos77_Unpaired,0.0,782
Pos77_Paired-Opening,0.0,783
Pos77_Paired-Closing,0.0,784
Pos78_Unpaired,0.0,785
Pos78_Paired-Opening,0.0,786
Pos78_Paired-Closing,0.0,787
Pos88_Unpaired,0.0,788
Pos88_Paired-Opening,0.0,789
Pos88_Paired-Closing,0.0,790
Pos101_Paired-Opening,0.0,791
Pos98_Unpaired,0.0,792
Pos98_Paired-Opening,0.0,793
Pos98_Paired-Closing,0.0,794
Pos99_Unpaired,0.0,795
Pos99_Paired-Opening,0.0,796
Pos99_Paired-Closing,0.0,797
Pos100_Unpaired,0.0,798
Pos100_Paired-Opening,0.0,799
Pos100_Paired-Closing,0.0,800
Pos101_Unpaired,0.0,801
Pos101_Paired-Closing,0.0,802
Pos97_Paired-Opening,0.0,803
Pos102_Unpaired,0.0,804
Pos102_Paired-Opening,0.0,805
Pos102_Paired-Closing,0.0,806
Pos103_Unpaired,0.0,807
Pos103_Paired-Opening,0.0,808
Pos103_Paired-Closing,0.0,809
Pos104_Unpaired,0.0,810
Pos104_Paired-Opening,0.0,811
Pos104_Paired-Closing,0.0,812
Pos105_Unpaired,0.0,813
Pos97_Paired-Closing,0.0,814
Pos97_Unpaired,0.0,815
Pos89_Unpaired,0.0,816
Pos92_Paired-Closing,0.0,817
Pos89_Paired-Opening,0.0,818
Pos89_Paired-Closing,0.0,819
Pos90_Unpaired,0.0,820
Pos90_Paired-Opening,0.0,821
Pos90_Paired-Closing,0.0,822
Pos91_Unpaired,0.0,823
Pos91_Paired-Opening,0.0,824
Pos91_Paired-Closing,0.0,825
Pos92_Unpaired,0.0,826
Pos92_Paired-Opening,0.0,827
Pos93_Unpaired,0.0,828
Pos96_Paired-Closing,0.0,829
Pos93_Paired-Opening,0.0,830
Pos93_Paired-Closing,0.0,831
Pos94_Unpaired,0.0,832
Pos94_Paired-Opening,0.0,833
Pos94_Paired-Closing,0.0,834
Pos95_Unpaired,0.0,835
Pos95_Paired-Opening,0.0,836
Pos95_Paired-Closing,0.0,837
Pos96_Unpaired,0.0,838
Pos96_Paired-Opening,0.0,839
Pos280_Paired-Closing,0.0,840
